FID_1,station,lon,lat,FID_2,objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,globalid,shape_Leng,shape_Area
15,APAPC,-85.02770000000,29.60100000000,23,1147,{A7EBFBAD-0494-4839-8BAB-0D570B415710},{F6FB057D-7502-43FC-9DEE-FD17433AF308},,U.S. Geological Survey,,9/8/2022,,355960.34000000000,1440.52000000000,FL,03130014,Apalachicola Bay,{18FF05FC-EE25-4A8D-B22C-A6408B1495CA},2.88505592988,0.13432466005
42,GRBGB,-70.86940000000,43.07220000000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
43,GRBLR,-70.93440000000,43.08000000000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
44,GRBOR,-70.91100000000,43.13400000000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
45,GRBSQ,-70.91181100000,43.05240300000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
154,WELDN,-70.56030000000,43.32890000000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
155,WELHT,-70.58709400000,43.29834700000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
156,WELIN,-70.56344200000,43.32008900000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
157,WELLM,-70.54060300000,43.34015300000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
158,WELML,-70.57640000000,43.30500000000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
159,WELSM,-70.54921700000,43.34471100000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
160,WELUP,-70.55720000000,43.33060000000,24,1150,{857C5C2A-2E58-48BB-B898-7B261DE6E7D5},,,,,12/16/2020,,1105880.21000000000,4475.34000000000,"MA,ME,NH",01060003,Piscataqua-Salmon Falls,{8583C250-5C32-4FF5-B1B5-FDD91082A1B8},5.16209637004,0.49581503760
90,MARSC,-97.05030000000,27.83830000000,25,1163,{7E6192A1-E6EF-42F3-8920-A0E46E5E65C5},,,,,9/22/2016,,322454.23000000000,1304.93000000000,TX,12110202,South Corpus Christi Bay,{4988FC9B-076E-4100-8EE4-400B84F4B438},2.08576565457,0.11942125951
46,GTMFM,-81.24595300000,29.73704100000,26,1166,{9DFF5C49-E1BB-4520-A94B-360514091FAE},,,,,9/22/2016,,629168.50000000000,2546.16000000000,FL,03080201,Daytona-St. Augustine,{70C1492C-5E41-41A4-B3C2-41D84B701971},3.98457401755,0.23702394678
47,GTMPC,-81.25740300000,29.66707100000,26,1166,{9DFF5C49-E1BB-4520-A94B-360514091FAE},,,,,9/22/2016,,629168.50000000000,2546.16000000000,FL,03080201,Daytona-St. Augustine,{70C1492C-5E41-41A4-B3C2-41D84B701971},3.98457401755,0.23702394678
48,GTMPI,-81.36746500000,30.05085700000,26,1166,{9DFF5C49-E1BB-4520-A94B-360514091FAE},,,,,9/22/2016,,629168.50000000000,2546.16000000000,FL,03080201,Daytona-St. Augustine,{70C1492C-5E41-41A4-B3C2-41D84B701971},3.98457401755,0.23702394678
49,GTMSS,-81.30742800000,29.86885100000,26,1166,{9DFF5C49-E1BB-4520-A94B-360514091FAE},,,,,9/22/2016,,629168.50000000000,2546.16000000000,FL,03080201,Daytona-St. Augustine,{70C1492C-5E41-41A4-B3C2-41D84B701971},3.98457401755,0.23702394678
100,NIWTA,-79.25605640000,33.29914610000,27,1334,{53AE4A8B-439A-4519-8C66-5A1FC08B7A3E},{F5FC7440-ABDF-4CF1-82CC-644E768C65BA},,U.S. Geological Survey,,1/14/2022,,366478.76000000000,1483.09000000000,SC,03040207,Carolina Coastal-Sampit,{C5CA96C0-F320-48CE-900D-79FE72ABC7DD},4.09553156994,0.14388795652
101,NIWWB,-79.28875560000,33.30942500000,27,1334,{53AE4A8B-439A-4519-8C66-5A1FC08B7A3E},{F5FC7440-ABDF-4CF1-82CC-644E768C65BA},,U.S. Geological Survey,,1/14/2022,,366478.76000000000,1483.09000000000,SC,03040207,Carolina Coastal-Sampit,{C5CA96C0-F320-48CE-900D-79FE72ABC7DD},4.09553156994,0.14388795652
102,NIWWS,-79.28875560000,33.30942500000,27,1334,{53AE4A8B-439A-4519-8C66-5A1FC08B7A3E},{F5FC7440-ABDF-4CF1-82CC-644E768C65BA},,U.S. Geological Survey,,1/14/2022,,366478.76000000000,1483.09000000000,SC,03040207,Carolina Coastal-Sampit,{C5CA96C0-F320-48CE-900D-79FE72ABC7DD},4.09553156994,0.14388795652
129,SAPBC,-81.27860000000,31.43920000000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
130,SAPCA,-81.23990000000,31.44370000000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
131,SAPDC,-81.27890000000,31.38960000000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
132,SAPFD,-81.26750000000,31.48280000000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
133,SAPHD,-81.27310000000,31.47860000000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
134,SAPLD,-81.29604700000,31.41794200000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
135,SAPML,-81.29610000000,31.41770000000,28,1416,{3A11B535-0197-4771-A8BB-A001EB0F39CC},{B250E6FA-E5CF-4A3C-8DF3-E4D026AD865C},,U.S. Geological Survey,,2/3/2022,,1066980.11000000000,4317.92000000000,GA,03060204,Ogeechee Coastal,{FB66C199-B96B-4B98-B42E-4B3C24996503},3.75417653983,0.41096198219
25,CBVSH,-76.88424000000,37.57138000000,29,1588,{3A159B2B-B656-491F-8E0D-C1388FD50B3E},,,,,6/11/2012,,942011.50000000000,3812.19000000000,VA,02080106,Pamunkey,{4C9876FA-4381-4379-9217-591A0DFDF8B3},4.81749797206,0.39046472180
26,CBVSP,-76.88399000000,37.57139800000,29,1588,{3A159B2B-B656-491F-8E0D-C1388FD50B3E},,,,,6/11/2012,,942011.50000000000,3812.19000000000,VA,02080106,Pamunkey,{4C9876FA-4381-4379-9217-591A0DFDF8B3},4.81749797206,0.39046472180
23,CBVCB,-76.61126300000,37.34666500000,30,1589,{A79D9369-D9D4-44A6-949E-43AB81E17A9B},,,,,6/11/2012,,186800.62000000000,755.96000000000,VA,02080107,York,{72E48EE2-6453-4C11-A79F-9BDB35560D46},2.03980870453,0.07690255416
27,CBVTC,-76.71442000000,37.41498600000,30,1589,{A79D9369-D9D4-44A6-949E-43AB81E17A9B},,,,,6/11/2012,,186800.62000000000,755.96000000000,VA,02080107,York,{72E48EE2-6453-4C11-A79F-9BDB35560D46},2.03980870453,0.07690255416
113,PDBBP,-122.53089400000,48.55632200000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
114,PDBBY,-122.50211400000,48.49613900000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
115,PDBGD,-122.57250000000,48.55750000000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
116,PDBGS,-122.57250000000,48.55750000000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
117,PDBJE,-122.47492800000,48.51891400000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
118,PDBJL,-122.47418900000,48.51826400000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
119,PDBJT,-122.47418560000,48.51817008000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
120,PDBNN,-122.46740000000,48.46950000000,31,1635,{16C75DA5-E6BC-4B21-9069-AEE6E2321254},,,,,1/18/2013,,708408.58000000000,2866.83000000000,"CN,WA",17110002,Strait of Georgia,{A49092DF-A186-4AC2-8F4B-81B702F9A6B4},5.27681715289,0.35125582024
20,CBMOC,-76.27460000000,39.45070000000,32,1657,{12CF0AD0-07E8-4B8B-8080-81B964CCFA5B},,,,,6/11/2012,,907202.39000000000,3671.32000000000,"MD,PA",02060003,Gunpowder-Patapsco,{2EB42A66-8D72-456C-9295-DBF764E3902E},4.28397268016,0.38407638814
29,DELDS,-75.51910000000,39.16370000000,33,1782,{E1C58200-E6EC-4160-AA7E-E60D28FEF717},,,,,6/11/2012,,485986.45000000000,1966.72000000000,DE,02040207,Broadkill-Smyrna,{D61D6409-FB08-40FC-8F0A-1778F273C686},3.12505577302,0.20464179973
30,DELLL,-75.49920000000,39.11440000000,33,1782,{E1C58200-E6EC-4160-AA7E-E60D28FEF717},,,,,6/11/2012,,485986.45000000000,1966.72000000000,DE,02040207,Broadkill-Smyrna,{D61D6409-FB08-40FC-8F0A-1778F273C686},3.12505577302,0.20464179973
31,DELPB,-75.65040000000,39.16470000000,33,1782,{E1C58200-E6EC-4160-AA7E-E60D28FEF717},,,,,6/11/2012,,485986.45000000000,1966.72000000000,DE,02040207,Broadkill-Smyrna,{D61D6409-FB08-40FC-8F0A-1778F273C686},3.12505577302,0.20464179973
32,DELSL,-75.46058000000,39.08498000000,33,1782,{E1C58200-E6EC-4160-AA7E-E60D28FEF717},,,,,6/11/2012,,485986.45000000000,1966.72000000000,DE,02040207,Broadkill-Smyrna,{D61D6409-FB08-40FC-8F0A-1778F273C686},3.12505577302,0.20464179973
65,JOB06,-66.22793300000,17.93498600000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
66,JOB09,-66.23858330000,17.94305560000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
67,JOB10,-66.25773600000,17.93861100000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
68,JOB11,-66.26202800000,17.94460800000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
69,JOB18,-66.23188100000,17.94443300000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
70,JOB19,-66.22882500000,17.94291400000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
71,JOB20,-66.21147200000,17.93031700000,34,1978,{A2969160-19B9-4EEC-B20D-B0251DA87E28},,,,,7/26/2016,,863352.65000000000,3493.87000000000,PR,21010004,Southern Puerto Rico,{ED683C37-968F-4344-9C9C-91B7A7F56A9E},3.91781391090,0.29806909363
165,BCB,-70.52110000000,41.56550000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
166,BCHMET,-70.52510000000,41.58170000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
167,BCRNUT,-70.53090000000,41.57980000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
168,BCR,-70.53090000000,41.57980000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
169,BCT,-70.52110000000,41.56550000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
170,BMHNUT,-70.54850000000,41.55260000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
171,BMH,-70.54850000000,41.55260000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
172,BMPNUT,-70.52160000000,41.56890000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
173,BMP,-70.52160000000,41.56890000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
174,BNB,-70.52370000000,41.57880000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
175,BNS,-70.52370000000,41.57880000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
176,BSLNUT,-70.50840000000,41.55420000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
177,BSL,-70.50840000000,41.55420000000,35,1980,{CC83C559-7D81-4419-A0CB-0055E390F727},{4FC16ADA-0CE4-47BC-B32F-60ECE925A5B9},,U.S. Geological Survey,,5/10/2023,,2180599.72000000000,8824.58000000000,"MA,RI",01090002,Cape Cod,{778F73FD-77CA-447C-AE2A-526EB045E5D7},5.76001190108,0.95416151224
161,WKBFR,-87.82280000000,30.41620000000,36,2012,{CA0D5FCD-D879-4E18-BAE7-419618D4792B},{B438BF17-10FC-4C45-9ED4-09074F4CFD65},,U.S. Geological Survey,,1/12/2022,,558728.07000000000,2261.09000000000,AL,03160205,Mobile Bay,{6093FBB6-0957-4F5A-A831-F9CE715D7998},2.54386047788,0.21238626436
162,WKBMB,-87.83350000000,30.39610000000,36,2012,{CA0D5FCD-D879-4E18-BAE7-419618D4792B},{B438BF17-10FC-4C45-9ED4-09074F4CFD65},,U.S. Geological Survey,,1/12/2022,,558728.07000000000,2261.09000000000,AL,03160205,Mobile Bay,{6093FBB6-0957-4F5A-A831-F9CE715D7998},2.54386047788,0.21238626436
163,WKBMR,-87.81770000000,30.39000000000,36,2012,{CA0D5FCD-D879-4E18-BAE7-419618D4792B},{B438BF17-10FC-4C45-9ED4-09074F4CFD65},,U.S. Geological Survey,,1/12/2022,,558728.07000000000,2261.09000000000,AL,03160205,Mobile Bay,{6093FBB6-0957-4F5A-A831-F9CE715D7998},2.54386047788,0.21238626436
164,WKBWB,-87.83200000000,30.38080000000,36,2012,{CA0D5FCD-D879-4E18-BAE7-419618D4792B},{B438BF17-10FC-4C45-9ED4-09074F4CFD65},,U.S. Geological Survey,,1/12/2022,,558728.07000000000,2261.09000000000,AL,03160205,Mobile Bay,{6093FBB6-0957-4F5A-A831-F9CE715D7998},2.54386047788,0.21238626436
37,GNDBC,-88.43640000000,30.38360000000,37,2036,{FA257971-07B6-4BAD-A7EB-D87111D98160},{EDE841B8-7A04-4693-92AA-4277D5B53276},,U.S. Geological Survey,,1/13/2022,,1821480.35000000000,7371.28000000000,"AL,LA,MS",03170009,Mississippi Coastal,{E3F5058B-55F8-46AB-9B31-545A7EDCA601},6.43233105055,0.69211137321
38,GNDBH,-88.40540000000,30.41780000000,37,2036,{FA257971-07B6-4BAD-A7EB-D87111D98160},{EDE841B8-7A04-4693-92AA-4277D5B53276},,U.S. Geological Survey,,1/13/2022,,1821480.35000000000,7371.28000000000,"AL,LA,MS",03170009,Mississippi Coastal,{E3F5058B-55F8-46AB-9B31-545A7EDCA601},6.43233105055,0.69211137321
39,GNDBL,-88.46290000000,30.35710000000,37,2036,{FA257971-07B6-4BAD-A7EB-D87111D98160},{EDE841B8-7A04-4693-92AA-4277D5B53276},,U.S. Geological Survey,,1/13/2022,,1821480.35000000000,7371.28000000000,"AL,LA,MS",03170009,Mississippi Coastal,{E3F5058B-55F8-46AB-9B31-545A7EDCA601},6.43233105055,0.69211137321
40,GNDCR,-88.41900000000,30.35990000000,37,2036,{FA257971-07B6-4BAD-A7EB-D87111D98160},{EDE841B8-7A04-4693-92AA-4277D5B53276},,U.S. Geological Survey,,1/13/2022,,1821480.35000000000,7371.28000000000,"AL,LA,MS",03170009,Mississippi Coastal,{E3F5058B-55F8-46AB-9B31-545A7EDCA601},6.43233105055,0.69211137321
41,GNDPC,-88.41850000000,30.34860000000,37,2036,{FA257971-07B6-4BAD-A7EB-D87111D98160},{EDE841B8-7A04-4693-92AA-4277D5B53276},,U.S. Geological Survey,,1/13/2022,,1821480.35000000000,7371.28000000000,"AL,LA,MS",03170009,Mississippi Coastal,{E3F5058B-55F8-46AB-9B31-545A7EDCA601},6.43233105055,0.69211137321
9,APABP,-84.96713600000,29.80328610000,38,2264,{B00E7C42-584E-47EB-BF74-8CB64B374171},{F6FB057D-7502-43FC-9DEE-FD17433AF308},,U.S. Geological Survey,,9/8/2022,,794571.79000000000,3215.52000000000,"FL,GA",03130011,Apalachicola,{23A1466C-4D6C-4DC5-86ED-189DE3D45192},5.22912836328,0.30121779189
12,APAEB,-84.87520000000,29.78580000000,38,2264,{B00E7C42-584E-47EB-BF74-8CB64B374171},{F6FB057D-7502-43FC-9DEE-FD17433AF308},,U.S. Geological Survey,,9/8/2022,,794571.79000000000,3215.52000000000,"FL,GA",03130011,Apalachicola,{23A1466C-4D6C-4DC5-86ED-189DE3D45192},5.22912836328,0.30121779189
13,APAES,-84.87520000000,29.78580000000,38,2264,{B00E7C42-584E-47EB-BF74-8CB64B374171},{F6FB057D-7502-43FC-9DEE-FD17433AF308},,U.S. Geological Survey,,9/8/2022,,794571.79000000000,3215.52000000000,"FL,GA",03130011,Apalachicola,{23A1466C-4D6C-4DC5-86ED-189DE3D45192},5.22912836328,0.30121779189
14,APALM,-85.00352500000,29.75568900000,38,2264,{B00E7C42-584E-47EB-BF74-8CB64B374171},{F6FB057D-7502-43FC-9DEE-FD17433AF308},,U.S. Geological Survey,,9/8/2022,,794571.79000000000,3215.52000000000,"FL,GA",03130011,Apalachicola,{23A1466C-4D6C-4DC5-86ED-189DE3D45192},5.22912836328,0.30121779189
121,RKBBM,-81.73750000000,25.97900000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
122,RKBBR,-81.59080000000,25.96780000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
123,RKBFB,-81.47700000000,25.89220000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
124,RKBFU,-81.51590000000,25.90050000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
125,RKBLH,-81.73361000000,26.02749000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
126,RKBMB,-81.59460000000,25.93430000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
127,RKBPB,-81.54040000000,25.91410000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
