"","station","parameter","Slope","std.error","conf.low","conf.high","statistic","p.value","Intercept","R2_adj","Dev_expl","model_error","ar1_start","threshold","model_refit","ar1_end","ts_start","ts_end","ts_length","n_points","Winter_estimate","Spring_estimate","Summer_estimate","Fall_estimate","Winter_p.value","Spring_p.value","Summer_p.value","Fall_p.value","Winter_std.error","Spring_std.error","Summer_std.error","Fall_std.error","sig_trend","sig_autocorr"
"1","acefcnut","chla_n",-0.00336113721729385,0.00777801824461614,-0.0186057728478369,0.0118834984132492,-0.432132853329367,0.666081978755743,8.8875803658123,0.340038264298572,0.358085882900172,FALSE,0.3103,0.132140744880981,TRUE,0.3103,2002.2,2022.95342465753,20.7534246575342,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes"
"2","acemcnut","chla_n",-0.0200811717828376,0.00555183851750333,-0.0309625753251264,-0.00919976824054882,-3.61703095641696,0.000371563439184373,42.4128261342203,0.235962903581096,0.25842634931953,FALSE,0.2619,0.131544169622546,TRUE,0.2619,2002.2,2022.95342465753,20.7534246575342,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes"
"3","acespnut","chla_n",0.00311302652159518,0.00499032574757033,-0.00666783221476559,0.012893885257956,0.62381228782727,0.53339898927946,-4.86252940023057,0.223390446385815,0.239443900367311,FALSE,0.3251,0.130664265636004,TRUE,0.3251,2002.12328767123,2022.95342465753,20.8301369863013,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes"
"4","apacpnut","chla_n",0.0586715473366832,0.00639917290033223,0.0461293989211873,0.0712136957521791,9.1686141710028,3.59237780128949e-17,-116.324225878888,0.423873713441961,0.439231027550805,FALSE,0.3213,0.130374864913838,TRUE,0.3213,2002.28493150685,2022.95342465753,20.668493150685,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes"
"5","apadbnut","chla_n",0.055176902686481,0.0063647601974341,0.0427022019292761,0.0676516034436859,8.66912514767251,1.11283751165954e-15,-109.120542082094,0.333021898714499,0.345468633040044,FALSE,0.3143,0.132745511175064,TRUE,0.3143,2002.28493150685,2022.95342465753,20.668493150685,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes"
"6","apaebnut","chla_n",0.0164517214493034,0.0104431645007801,-0.00401650485685274,0.0369199477554596,1.57535787625241,0.116597827152031,-30.8142547063884,0.00660165483539166,0.0110564385214264,FALSE,0.4114,0.13095560215295,TRUE,0.4114,2002.28493150685,2022.95342465753,20.668493150685,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes"
"7","apaesnut","chla_n",0.011573051924676,0.0101486972190121,-0.00831802911458946,0.0314641329639415,1.14034852700065,0.255391133907745,-21.0741334507061,0.00655780030579045,0.0145856984084286,FALSE,0.3985,0.13184144496127,TRUE,0.3985,2002.28493150685,2022.95342465753,20.668493150685,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes"
"8","cbmipnut","chla_n",-0.0508774150589746,0.00828688023981528,-0.0671194018732092,-0.03463542824474,-6.13951373576369,4.20241744038845e-09,103.590593489914,0.304405344170556,0.325277452811229,FALSE,0.0546,0.134294519387543,FALSE,0.0546,2003.28493150685,2022.95342465753,19.668493150685,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no"
"9","cbmmcnut","chla_n",0.0322467991118197,0.0119668343337414,0.00879223480872923,0.0557013634149102,2.6946808330836,0.00769339319541129,-62.9781811607723,0.213402614336751,0.232954273436893,FALSE,0.4719,0.141818016650093,TRUE,0.4719,2003.28493150685,2022.95342465753,19.668493150685,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes"
"10","cbmocnut","chla_n",-0.00661234389865658,0.00902232960812664,-0.0242957849872342,0.011071097189921,-0.732886536610308,0.464568214051198,16.3842617826467,0.225695973547491,0.252559647675644,FALSE,0.3606,0.14219073218548,TRUE,0.3606,2003.28493150685,2022.95342465753,19.668493150685,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes"
